diff_P3_P2,diff_P6_P4,diff_P9_P7,diff_P10_P8,diff_P11_P5,diff_P14_P12,diff_P15_P13,diff_P20_P18,diff_P21_P19,diff_P23_P22,diff_P28_P26,diff_P29_P27,diff_P31_P30,diff_P33_P32,diff_T3_T2,diff_T6_T4,diff_T9_T7,diff_T10_T8,diff_T11_T5,diff_T14_T12,diff_T15_T13,diff_T20_T18,diff_T21_T19,diff_T23_T22,diff_T28_T26,diff_T29_T27,diff_T31_T30,diff_T33_T32,diff_P18_P16,diff_P19_P17,diff_P26_P24,diff_P27_P25
0.00675,0.00577,0.0043,0.00969,0.00795,0.0075,0.04986,0.00283,0.00281,0.00277,0.03156,0.03156,0.00509,0.11923,0.65028,1.40866,2.04651,3.68982,1.19166,1.74528,3.10705,3.10966,1.85172,1.12289,2.59928,1.56479,0.95971,0.51076,1.80319,1.80853,1.73021,1.77214
0.00795,0.00669,0.00515,0.01069,0.00947,0.00926,0.04982,0.00298,0.00334,0.00318,0.03179,0.03179,0.00603,0.14083,0.59751,1.30478,1.87037,3.51338,1.08957,1.56982,2.9343,2.947,1.68463,1.04085,2.44372,1.4012,0.87805,0.47015,1.77793,1.78305,1.70478,1.74494
0.00901,0.00779,0.00634,0.01129,0.01046,0.01041,0.0498,0.00308,0.00411,0.00499,0.03199,0.03199,0.00664,0.15988,0.56024,1.2062,1.68423,3.4211,1.03523,1.48019,2.83275,2.86057,1.51026,0.96406,2.35291,1.318,0.83441,0.44123,1.75424,1.75811,1.68291,1.72191
0.00966,0.00864,0.00733,0.01161,0.01088,0.01089,0.04979,0.00519,0.00473,0.00552,0.03211,0.03211,0.0069,0.17162,0.54045,1.14341,1.56609,3.37619,1.01473,1.44715,2.7922,2.81806,1.40044,0.91526,2.31667,1.28732,0.81787,0.42579,1.73806,1.74276,1.66974,1.70825
0.0103,0.00949,0.00833,0.01191,0.01127,0.01133,0.04978,0.00531,0.00537,0.00605,0.03223,0.03223,0.00714,0.18311,0.52297,1.08921,1.46768,3.33425,0.99651,1.41924,2.75123,2.77874,1.30939,0.87301,2.28028,1.26143,0.80313,0.41208,1.72415,1.72763,1.65688,1.69495
0.0109,0.0103,0.00927,0.0123,0.01161,0.01173,0.04977,0.00801,0.00597,0.00656,0.03233,0.03233,0.00737,0.19379,0.50814,1.04388,1.39079,3.28122,0.9812,1.39496,2.7197,2.73019,1.23848,0.83742,2.25224,1.23895,0.79078,0.40038,1.70847,1.71352,1.64495,1.68261
0.01139,0.01095,0.01003,0.01264,0.01193,0.0121,0.04976,0.00821,0.00644,0.00697,0.03242,0.03242,0.00756,0.20268,0.49672,1.01135,1.33742,3.23753,0.96771,1.37356,2.69191,2.69053,1.18938,0.81181,2.22763,1.21919,0.7799,0.39135,1.69751,1.70187,1.63499,1.67227
0.01184,0.01144,0.01057,0.01296,0.01233,0.01257,0.04976,0.00841,0.00678,0.00727,0.03251,0.03251,0.0078,0.21078,0.48695,0.98882,1.30243,3.19782,0.95147,1.34733,2.66022,2.65484,1.15722,0.79396,2.19967,1.19508,0.76688,0.38363,1.68766,1.69166,1.62572,1.66253
0.01225,0.01178,0.01094,0.01322,0.01281,0.01314,0.04975,0.00857,0.00701,0.00749,0.03259,0.03259,0.00811,0.2182,0.47848,0.97398,1.28032,3.16696,0.93302,1.31806,2.62243,2.62721,1.13687,0.78214,2.1665,1.16824,0.75208,0.37693,1.67887,1.68268,1.61704,1.65328
0.01255,0.01197,0.01112,0.01338,0.01322,0.01363,0.04975,0.00869,0.00714,0.00759,0.03264,0.03264,0.00836,0.22362,0.47257,0.9663,1.26966,3.14651,0.91777,1.29425,2.58982,2.60898,1.12705,0.77596,2.13797,1.14645,0.73984,0.37225,1.67258,1.67637,1.61062,1.64637
0.01288,0.01213,0.0113,0.01348,0.01373,0.01428,0.04974,0.00875,0.00725,0.00769,0.03271,0.03271,0.00867,0.22962,0.46627,0.95969,1.25939,3.13507,0.90017,1.26424,2.5618,2.59862,1.1176,0.77069,2.11334,1.11905,0.72582,0.36731,1.66583,1.66949,1.60342,1.63852
0.01291,0.01189,0.01103,0.01331,0.01404,0.01479,0.04973,0.00865,0.00709,0.00754,0.03272,0.03272,0.00886,0.23007,0.46581,0.96971,1.27447,3.15505,0.88983,1.24182,2.56421,2.6163,1.13136,0.77861,2.11511,1.09871,0.7178,0.36708,1.66601,1.66982,1.60244,1.63702
0.01121,0.00998,0.00881,0.01237,0.01262,0.01347,0.04976,0.00805,0.00568,0.00636,0.0324,0.0324,0.00798,0.19945,0.50078,1.06149,1.42689,3.27078,0.94,1.30103,2.74467,2.72142,1.27146,0.85081,2.27237,1.15328,0.75887,0.395,1.70291,1.70881,1.63732,1.67325
0.00921,0.00765,0.00622,0.01106,0.01107,0.01201,0.04979,0.00304,0.00403,0.0049,0.03202,0.03202,0.00702,0.16353,0.55386,1.21812,1.69985,3.45677,1.00546,1.37713,2.98634,2.89217,1.52472,0.97352,2.48494,1.22386,0.81262,0.43707,1.75089,1.75469,1.67806,1.71546
0.0076,0.00589,0.00455,0.00934,0.00971,0.01072,0.04982,0.00277,0.00296,0.00282,0.03173,0.03173,0.00617,0.13464,0.61132,1.39481,1.99204,3.76324,1.07567,1.45657,3.25681,3.17299,1.79979,1.11285,2.72524,1.29799,0.87042,0.48255,1.78717,1.79172,1.711,1.74971
0.00695,0.00544,0.00431,0.00818,0.00883,0.00988,0.04984,0.00258,0.00281,0.00262,0.0316,0.0316,0.00563,0.12296,0.64018,1.4541,2.04322,4.02564,1.12929,1.51754,3.46359,3.41193,1.84947,1.1618,2.91022,1.3549,0.91445,0.50554,1.80148,1.80507,1.72484,1.76441
0.00658,0.00524,0.00433,0.00733,0.00826,0.00934,0.04985,0.00243,0.00282,0.00253,0.03153,0.03153,0.00527,0.11634,0.65844,1.48199,2.03895,4.26064,1.16914,1.56015,3.63111,3.62651,1.84656,1.18621,3.06085,1.3948,0.94725,0.52023,1.80975,1.81232,1.73282,1.77292
0.00634,0.0051,0.00434,0.00676,0.00786,0.00899,0.04986,0.00232,0.00282,0.00247,0.03148,0.03148,0.00503,0.11187,0.6717,1.50193,2.03587,4.4406,1.19839,1.5902,3.76114,3.79197,1.84446,1.20372,3.17834,1.42304,0.97139,0.5309,1.81533,1.81722,1.7382,1.77866
0.00621,0.00503,0.00434,0.00641,0.00771,0.00896,0.04986,0.00226,0.00283,0.00243,0.03146,0.03146,0.00493,0.10971,0.67839,1.5149,2.03405,4.56261,1.21133,1.59261,3.87685,3.90461,1.84321,1.2151,3.28263,1.4256,0.98252,0.53648,1.81813,1.81961,1.74076,1.78125
0.00624,0.00498,0.00434,0.00621,0.00784,0.00936,0.04985,0.00222,0.00283,0.00241,0.03147,0.03147,0.00501,0.11022,0.67678,1.5228,2.03347,4.6368,1.20126,1.55752,3.97151,3.97306,1.84281,1.22193,3.36703,1.39328,0.97527,0.5357,1.8179,1.81913,1.74,1.7801
0.00635,0.00497,0.00434,0.0062,0.00806,0.00985,0.04986,0.00222,0.00283,0.00241,0.03149,0.03149,0.00515,0.11207,0.67107,1.52328,2.03395,4.63889,1.1832,1.51859,4.01211,3.9747,1.84314,1.22224,3.40247,1.35728,0.96125,0.53155,1.81595,1.81719,1.73767,1.77728
0.00653,0.00502,0.00434,0.00641,0.00842,0.01041,0.04985,0.00226,0.00283,0.00243,0.03152,0.03152,0.00537,0.1154,0.66116,1.51573,2.03557,4.56324,1.1572,1.47689,3.98496,3.90435,1.84424,1.2155,3.37652,1.31862,0.94045,0.5239,1.81213,1.81361,1.73356,1.77261
0.00678,0.00511,0.00434,0.00682,0.00885,0.01103,0.04984,0.00233,0.00282,0.00248,0.03157,0.03157,0.00564,0.11981,0.64865,1.50077,2.03811,4.42101,1.12793,1.43382,3.92999,3.77289,1.84598,1.20228,3.32542,1.27871,0.91684,0.51409,1.80686,1.80883,1.72817,1.76658
0.00706,0.00525,0.00432,0.0074,0.00929,0.01163,0.04984,0.00244,0.00281,0.00254,0.03162,0.03162,0.00592,0.12481,0.63532,1.48026,2.04124,4.2376,1.09942,1.39734,3.83933,3.60444,1.84812,1.18429,3.24258,1.24488,0.89361,0.50343,1.80069,1.80337,1.72212,1.75995
0.00792,0.00625,0.00535,0.00818,0.00995,0.01238,0.04982,0.00258,0.00347,0.00298,0.03178,0.03178,0.00633,0.14032,0.59861,1.35262,1.83318,4.03314,1.0617,1.35456,3.68105,3.41237,1.65123,1.08367,3.09862,1.20492,0.86244,0.47439,1.782,1.78391,1.70455,1.74162
0.00937,0.00778,0.0069,0.00951,0.01125,0.01382,0.0498,0.0028,0.00446,0.00499,0.03206,0.03206,0.00714,0.16638,0.549,1.20746,1.61302,3.73907,0.99683,1.28273,3.3976,3.14135,1.4447,0.96837,2.84387,1.13824,0.80893,0.43492,1.74944,1.75036,1.67471,1.71032
0.01029,0.00875,0.00794,0.01023,0.01207,0.01489,0.04978,0.00292,0.00512,0.00559,0.03223,0.03223,0.00764,0.18286,0.52332,1.13601,1.50352,3.6038,0.96151,1.2358,3.29406,3.01766,1.34285,0.91172,2.75086,1.09504,0.78018,0.41453,1.72965,1.72972,1.65586,1.69039
0.01086,0.00934,0.00859,0.01061,0.0126,0.01555,0.04976,0.00298,0.00554,0.00596,0.03234,0.03234,0.00797,0.19311,0.50905,1.09828,1.44482,3.53905,0.94061,1.20919,3.22517,2.95853,1.28848,0.88185,2.6894,1.07058,0.76313,0.40315,1.71745,1.71689,1.64409,1.67796
0.01139,0.00987,0.00917,0.01097,0.01314,0.01621,0.04976,0.00302,0.0059,0.00629,0.03244,0.03244,0.0083,0.20279,0.49658,1.0678,1.39854,3.48133,0.92065,1.18478,3.15242,2.90612,1.24572,0.85764,2.62484,1.04819,0.74682,0.39319,1.706,1.7049,1.63293,1.66614
0.0119,0.0103,0.00963,0.01131,0.01372,0.01691,0.04974,0.00307,0.00619,0.00656,0.03253,0.03253,0.00866,0.21195,0.48558,1.04436,1.36477,3.4273,0.90045,1.15987,3.08011,2.85741,1.21452,0.83893,2.56089,1.0254,0.73033,0.38439,1.69524,1.69379,1.62225,1.65476
0.01235,0.01068,0.01004,0.01162,0.01421,0.01749,0.04974,0.00518,0.00645,0.0068,0.03261,0.03261,0.00897,0.21997,0.47653,1.02467,1.33628,3.38269,0.88411,1.14064,3.0155,2.81722,1.18826,0.82323,2.504,1.00781,0.71696,0.37712,1.68375,1.68404,1.61292,1.64484
0.01274,0.01104,0.01039,0.01202,0.01462,0.01797,0.04972,0.00535,0.00667,0.00703,0.03268,0.03268,0.00923,0.22696,0.46903,1.00722,1.31418,3.32477,0.87141,1.12521,2.96843,2.76566,1.16786,0.80914,2.46259,0.99372,0.70658,0.37104,1.67522,1.67552,1.60482,1.63625
0.01315,0.01144,0.01078,0.01238,0.01506,0.01848,0.04972,0.00805,0.00692,0.00727,0.03277,0.03277,0.00949,0.2345,0.46132,0.98925,1.2897,3.27501,0.85843,1.10968,2.91857,2.72126,1.14534,0.79474,2.41883,0.97954,0.69596,0.36482,1.66358,1.66629,1.59609,1.62702
0.01349,0.01176,0.01107,0.01277,0.01538,0.01891,0.04971,0.00829,0.0071,0.00747,0.03283,0.03283,0.00969,0.24047,0.45549,0.9751,1.27247,3.2238,0.84898,1.09684,2.89221,2.67595,1.12948,0.7833,2.39559,0.96785,0.6883,0.36009,1.65613,1.659,1.58922,1.6197
0.01377,0.01205,0.01131,0.01318,0.01565,0.01915,0.04971,0.00855,0.00725,0.00765,0.03288,0.03288,0.00986,0.24559,0.45065,0.96299,1.25896,3.17257,0.84145,1.09019,2.84849,2.6308,1.11704,0.77343,2.3575,0.96174,0.68204,0.35609,1.6496,1.65275,1.58333,1.61358
0.01379,0.0123,0.01163,0.01324,0.01543,0.01868,0.0497,0.00859,0.00746,0.0078,0.03288,0.03288,0.00972,0.24601,0.45026,0.95293,1.24161,3.16613,0.84791,1.10378,2.83704,2.62485,1.10122,0.7656,2.34781,0.97399,0.68704,0.35568,1.64867,1.65139,1.58326,1.61397
0.01205,0.01097,0.01039,0.01169,0.01328,0.01612,0.04975,0.00522,0.00667,0.00698,0.03255,0.03255,0.0084,0.21465,0.48247,1.01093,1.31318,3.37105,0.91566,1.18823,3.07396,2.80675,1.1672,0.81256,2.55594,1.05105,0.74223,0.38166,1.68879,1.68862,1.62007,1.65336
0.00992,0.0089,0.0084,0.0095,0.01113,0.01377,0.04979,0.0028,0.00542,0.00568,0.03216,0.03216,0.00706,0.17629,0.53313,1.12624,1.46065,3.74327,1.00258,1.28509,3.44908,3.14116,1.30374,0.90555,2.88879,1.14022,0.81366,0.42246,1.73719,1.73566,1.66435,1.70001
0.00826,0.00726,0.00693,0.00756,0.00946,0.01191,0.04982,0.00247,0.00447,0.00467,0.03184,0.03184,0.00602,0.14633,0.58599,1.25054,1.60852,4.2067,1.09013,1.38098,3.84121,3.56354,1.442,1.00643,3.24181,1.22912,0.88576,0.46486,1.77368,1.77231,1.69895,1.73648
0.00734,0.00656,0.00628,0.00673,0.00831,0.01076,0.04984,0.00232,0.00407,0.00311,0.03167,0.03167,0.00531,0.12981,0.62275,1.31813,1.68823,4.46107,1.16543,1.45259,4.26414,3.79914,1.51722,1.06144,3.62681,1.29599,0.94823,0.49418,1.79434,1.79303,1.71837,1.75707
0.00665,0.00601,0.00572,0.00625,0.00748,0.00939,0.04986,0.00223,0.00371,0.00287,0.03154,0.03154,0.00479,0.11747,0.65519,1.3792,1.76929,4.63226,1.23074,1.55443,4.33079,3.96032,1.59383,1.11067,3.69186,1.39059,1.00065,0.51934,1.80871,1.80775,1.73285,1.77291
0.00622,0.00566,0.0053,0.00611,0.00696,0.00847,0.04987,0.0022,0.00344,0.00272,0.03145,0.03145,0.00447,0.10975,0.67824,1.42249,1.83863,4.68099,1.2772,1.63725,4.31853,4.00851,1.65937,1.14495,3.68404,1.46771,1.03752,0.53691,1.81752,1.81708,1.74191,1.78289
0.00594,0.0054,0.00494,0.00613,0.00668,0.00797,0.04988,0.0022,0.00321,0.00261,0.03141,0.03141,0.00429,0.10483,0.69426,1.45817,1.90517,4.67172,1.30495,1.68805,4.31082,4.0027,1.72223,1.17269,3.67912,1.51519,1.05953,0.54902,1.82306,1.82323,1.7476,1.78908
0.00576,0.00522,0.00469,0.00614,0.00651,0.00768,0.04988,0.0022,0.00305,0.00252,0.03137,0.03137,0.00418,0.10165,0.70525,1.48462,1.95544,4.66501,1.32243,1.72059,4.3058,3.99848,1.76982,1.1932,3.67592,1.54568,1.07339,0.55733,1.82668,1.82727,1.75127,1.79305
0.00573,0.00517,0.00462,0.00614,0.0065,0.00766,0.04988,0.0022,0.003,0.0025,0.03137,0.03137,0.00417,0.10107,0.70731,1.49231,1.97018,4.66326,1.32353,1.7227,4.30525,3.99739,1.78378,1.19915,3.67556,1.54768,1.07429,0.5589,1.82736,1.82807,1.7519,1.7937
0.00584,0.00529,0.00478,0.00613,0.0066,0.00784,0.04988,0.0022,0.00311,0.00255,0.03139,0.03139,0.00423,0.10307,0.70029,1.47463,1.93631,4.66768,1.31299,1.70301,4.30834,4.00017,1.75169,1.18545,3.67754,1.52922,1.06593,0.5536,1.82509,1.82552,1.74961,1.79124
0.00615,0.00562,0.00525,0.00612,0.00686,0.00829,0.04987,0.0022,0.00341,0.0027,0.03144,0.03144,0.0044,0.1085,0.68221,1.42776,1.84841,4.67933,1.28698,1.655,4.31611,4.00747,1.66862,1.14907,3.6825,1.48426,1.04525,0.53989,1.81889,1.81855,1.74341,1.78457
0.00662,0.00614,0.00596,0.00609,0.00728,0.00903,0.04986,0.00219,0.00386,0.00293,0.03153,0.03153,0.00466,0.11694,0.6567,1.3641,1.73306,4.69533,1.24845,1.58552,4.3274,4.0175,1.56009,1.0995,3.68969,1.41937,1.01463,0.52047,1.80928,1.80774,1.73375,1.77417
0.00743,0.00708,0.00708,0.00657,0.00792,0.0102,0.04985,0.00229,0.00457,0.00455,0.03168,0.03168,0.00506,0.13141,0.6189,1.26634,1.59008,4.5191,1.19479,1.49168,4.34353,3.84926,1.42594,1.0216,3.69997,1.33204,0.97187,0.49113,1.79088,1.7881,1.71731,1.75655
0.0093,0.00913,0.00915,0.00844,0.0096,0.01237,0.04981,0.00263,0.00589,0.00582,0.03204,0.03204,0.0061,0.16509,0.55119,1.11097,1.39834,3.97996,1.08219,1.35568,3.92799,3.3521,1.24703,0.89582,3.31752,1.20553,0.87964,0.43728,1.74986,1.7459,1.67874,1.71581
0.01061,0.01047,0.01059,0.00952,0.01084,0.01378,0.04979,0.0028,0.0068,0.00667,0.03227,0.03227,0.00689,0.18857,0.51522,1.03478,1.29971,3.7461,1.01646,1.28471,3.6198,3.13928,1.1558,0.83438,3.0393,1.13983,0.82551,0.40846,1.72167,1.7166,1.65175,1.68739
0.01129,0.01115,0.01125,0.01018,0.01154,0.01432,0.04977,0.00291,0.00722,0.00708,0.03241,0.03241,0.00731,0.20095,0.49888,1.00231,1.26105,3.62009,0.98451,1.26054,3.39996,3.02595,1.12012,0.80801,2.84369,1.11733,0.79877,0.39517,1.70677,1.7014,1.63745,1.67255
0.01184,0.01161,0.01166,0.01077,0.01216,0.01485,0.04976,0.003,0.00748,0.00737,0.03251,0.03251,0.0077,0.21082,0.4869,0.98139,1.239,3.51763,0.95824,1.23797,3.24281,2.93447,1.09974,0.79086,2.70466,1.09645,0.77693,0.38539,1.69493,1.68957,1.62595,1.6605
0.01231,0.01188,0.01187,0.01115,0.01281,0.01559,0.04975,0.00305,0.00761,0.00754,0.0326,0.0326,0.0081,0.2192,0.47738,0.96992,1.22777,3.45525,0.9326,1.20863,3.13731,2.87891,1.08932,0.78137,2.61145,1.06956,0.75595,0.37773,1.68522,1.67995,1.61598,1.6498
0.01272,0.01217,0.0121,0.01157,0.01335,0.01618,0.04974,0.00518,0.00776,0.00771,0.03268,0.03268,0.00843,0.22663,0.46938,0.95808,1.21626,3.39064,0.91322,1.18633,3.05852,2.82154,1.07867,0.7716,2.54203,1.04913,0.74009,0.37125,1.67438,1.67128,1.60721,1.64044
0.01304,0.01243,0.0123,0.01199,0.01374,0.0166,0.04974,0.00534,0.00788,0.00788,0.03274,0.03274,0.00868,0.2325,0.46333,0.9477,1.20656,3.33167,0.89989,1.17141,3.0017,2.7694,1.06969,0.76302,2.49212,1.03548,0.72917,0.36632,1.6672,1.66435,1.60033,1.63314
0.01338,0.01277,0.01262,0.01235,0.01406,0.01688,0.04973,0.00803,0.00808,0.00809,0.03281,0.03281,0.00887,0.23856,0.45733,0.93459,1.19095,3.28087,0.8892,1.16165,2.94317,2.72435,1.05536,0.75239,2.44091,1.0265,0.7203,0.36141,1.6572,1.65689,1.59336,1.62588
0.01369,0.01303,0.01288,0.01263,0.01443,0.01721,0.04972,0.00821,0.00825,0.00825,0.03286,0.03286,0.0091,0.24422,0.45193,0.92494,1.17923,3.24506,0.87761,1.15033,2.88454,2.69264,1.04461,0.74457,2.38972,1.01612,0.71073,0.35701,1.65037,1.65008,1.58676,1.61894
0.01404,0.01337,0.01329,0.01279,0.01476,0.01752,0.04971,0.00831,0.00851,0.00846,0.03292,0.03292,0.00931,0.25041,0.44624,0.91258,1.16065,3.22404,0.86738,1.14001,2.83492,2.67372,1.02765,0.73476,2.34644,1.00667,0.70229,0.35239,1.64302,1.64233,1.57964,1.6115
0.01417,0.01371,0.0138,0.01271,0.01469,0.01744,0.04971,0.00826,0.00883,0.00867,0.03295,0.03295,0.00926,0.25284,0.44406,0.90102,1.139,3.23563,0.86973,1.1428,2.84408,2.68335,1.008,0.72584,2.35434,1.00916,0.70419,0.35066,1.64005,1.6384,1.57717,1.60912
0.01244,0.01215,0.01233,0.011,0.01279,0.0152,0.04975,0.00303,0.0079,0.00771,0.03262,0.03262,0.00809,0.22153,0.47482,0.95848,1.2047,3.48095,0.93357,1.22415,3.05553,2.90095,1.06831,0.77263,2.54026,1.08351,0.75611,0.37558,1.68249,1.67631,1.61353,1.64774
0.01032,0.01001,0.01023,0.00882,0.01075,0.01263,0.04979,0.00269,0.00658,0.00637,0.03223,0.03223,0.00682,0.18343,0.5225,1.05937,1.32203,3.89534,1.02111,1.34246,3.30506,3.27319,1.1765,0.8547,2.76256,1.19223,0.82713,0.41389,1.72865,1.72336,1.65737,1.69416
0.00851,0.00817,0.00846,0.00694,0.00898,0.01046,0.04982,0.00236,0.00545,0.00523,0.03188,0.03188,0.00573,0.15081,0.57708,1.17613,1.45426,4.40028,1.11992,1.47488,3.59026,3.73472,1.29942,0.94992,3.01953,1.31481,0.90741,0.45745,1.76822,1.76363,1.69494,1.73391
0.00737,0.0071,0.00732,0.00604,0.00779,0.00908,0.04985,0.00219,0.00473,0.00455,0.03167,0.03167,0.00498,0.13039,0.62136,1.26503,1.56237,4.71949,1.20514,1.58279,3.86783,4.03262,1.40055,1.02205,3.27188,1.41549,0.97691,0.49247,1.79256,1.78876,1.7186,1.75896
0.00673,0.00657,0.00656,0.00607,0.00703,0.00813,0.04987,0.00219,0.00425,0.00311,0.03155,0.03155,0.00451,0.11887,0.65128,1.31662,1.65026,4.70484,1.27035,1.6736,4.03385,4.02346,1.48276,1.06258,3.42499,1.50045,1.02975,0.51553,1.80666,1.8041,1.73208,1.7734
0.00627,0.00619,0.00605,0.0061,0.00649,0.00727,0.04987,0.0022,0.00392,0.00295,0.03146,0.03146,0.00417,0.11063,0.6755,1.35694,1.72093,4.69326,1.32459,1.76917,4.07044,4.01621,1.54911,1.09417,3.46147,1.5899,1.07289,0.53391,1.81585,1.81418,1.74173,1.78391
0.00599,0.00596,0.0057,0.0061,0.00619,0.00664,0.04988,0.0022,0.0037,0.00284,0.0314,0.0314,0.00293,0.10571,0.69134,1.38524,1.77157,4.68534,1.35824,1.85125,3.99685,4.01124,1.59677,1.11629,3.39731,1.66669,1.09883,0.54567,1.82138,1.82028,1.74852,1.79132
0.0059,0.0058,0.0055,0.00612,0.00614,0.00635,0.04988,0.0022,0.00356,0.00279,0.03138,0.03138,0.00292,0.10398,0.69715,1.40352,1.80466,4.68102,1.36303,1.89378,3.86429,4.00853,1.62788,1.13051,3.27855,1.70627,1.10141,0.54978,1.82339,1.82264,1.75042,1.79351
0.00602,0.00587,0.00558,0.00611,0.00634,0.00641,0.04988,0.0022,0.00362,0.0028,0.03141,0.03141,0.00299,0.10627,0.68949,1.39636,1.79148,4.68367,1.34075,1.88656,3.71773,4.0102,1.61539,1.12487,3.14609,1.69894,1.08252,0.5437,1.82091,1.82002,1.74771,1.79075
0.00635,0.00617,0.006,0.00609,0.00671,0.00673,0.04987,0.0022,0.00389,0.00294,0.03148,0.03148,0.00431,0.1122,0.67068,1.36062,1.72731,4.69346,1.30284,1.84128,3.59109,4.01633,1.55497,1.09698,3.03097,1.6559,1.05147,0.52922,1.81423,1.81264,1.73971,1.78242
0.00678,0.00664,0.00668,0.00607,0.00706,0.00715,0.04986,0.00219,0.00432,0.00315,0.03156,0.03156,0.00453,0.11979,0.64872,1.30883,1.63687,4.7067,1.26791,1.7868,3.51908,4.02462,1.47024,1.0565,2.96485,1.60448,1.0233,0.51239,1.80557,1.80284,1.73105,1.77334
0.00733,0.00727,0.00758,0.00605,0.00754,0.00778,0.04985,0.00218,0.00489,0.00467,0.03167,0.03167,0.00482,0.1297,0.62304,1.24914,1.53609,4.72205,1.22634,1.71187,3.47099,4.03422,1.37621,1.00969,2.91973,1.53424,0.99015,0.49272,1.79301,1.78878,1.71974,1.76139
0.00818,0.00815,0.00886,0.00601,0.00835,0.00889,0.04984,0.00218,0.0057,0.00522,0.03182,0.03182,0.00534,0.14497,0.58877,1.17771,1.41995,4.74106,1.16303,1.60155,3.38923,4.04609,1.26834,0.95347,2.84396,1.43133,0.93962,0.46635,1.77551,1.76917,1.70217,1.7427
0.00991,0.00996,0.01101,0.00701,0.00998,0.01107,0.04981,0.00237,0.00706,0.00635,0.03215,0.03215,0.00635,0.17608,0.53345,1.0621,1.27357,4.38626,1.06079,1.43499,3.22121,3.71444,1.13277,0.86006,2.69087,1.2769,0.85768,0.42279,1.73859,1.72994,1.66642,1.70477
0.01116,0.01141,0.01265,0.00797,0.01103,0.01238,0.04978,0.00254,0.00811,0.00724,0.03238,0.03238,0.00699,0.19863,0.50183,0.9904,1.18787,4.10926,1.00802,1.35676,3.10227,3.46037,1.05388,0.80188,2.5842,1.20467,0.81509,0.39754,1.71136,1.70115,1.64075,1.67777
0.01194,0.01241,0.01367,0.00888,0.01158,0.01306,0.04977,0.0027,0.00875,0.00786,0.03253,0.03253,0.00734,0.21269,0.48472,0.94843,1.14311,3.88713,0.98298,1.3214,3.03738,3.25967,1.01279,0.76751,2.52639,1.17207,0.7948,0.38369,1.69385,1.68306,1.62489,1.66123
0.01268,0.01328,0.01459,0.0096,0.01215,0.01387,0.04976,0.00281,0.00933,0.00841,0.03266,0.03266,0.0077,0.22588,0.47016,0.91573,1.10618,3.7361,0.95857,1.28219,2.99769,3.12388,0.97898,0.74085,2.4907,1.13611,0.77524,0.37196,1.6777,1.66623,1.60992,1.64545
0.01324,0.014,0.01544,0.01008,0.01254,0.01442,0.04974,0.00289,0.00986,0.00886,0.03277,0.03277,0.00794,0.23596,0.45987,0.8909,1.07568,3.64699,0.94329,1.25725,2.97538,3.04384,0.95115,0.72077,2.47055,1.11325,0.76301,0.36368,1.66535,1.65307,1.59856,1.63353
0.01374,0.01462,0.01615,0.01044,0.01295,0.01497,0.04973,0.00295,0.01031,0.00923,0.03286,0.03286,0.00819,0.2451,0.4511,0.87168,1.05173,3.58114,0.92816,1.23376,2.94731,2.98482,0.92934,0.70524,2.44551,1.09178,0.75085,0.35661,1.65431,1.6413,1.58819,1.6226
0.01422,0.01515,0.01674,0.01083,0.01334,0.01554,0.04973,0.00301,0.01069,0.00956,0.03295,0.03295,0.00844,0.25363,0.44335,0.85569,1.03292,3.51447,0.91364,1.21138,2.92009,2.92539,0.91221,0.69225,2.42127,1.07133,0.7392,0.35035,1.644,1.63047,1.57846,1.61231
0.01472,0.01569,0.01734,0.01119,0.01383,0.01624,0.04971,0.00306,0.01106,0.00989,0.03305,0.03305,0.00873,0.2628,0.43545,0.84072,1.01488,3.45657,0.8973,1.18474,2.89761,2.87383,0.89579,0.68011,2.4011,1.04706,0.72615,0.34397,1.63307,1.61898,1.56794,1.60108
0.01532,0.01609,0.01783,0.01142,0.01457,0.01721,0.0497,0.00309,0.01137,0.01014,0.03316,0.03316,0.00919,0.27349,0.42675,0.82965,1.00083,3.42118,0.87326,1.15083,2.83584,2.84216,0.88301,0.67115,2.34684,1.0162,0.70675,0.33697,1.62087,1.60625,1.55536,1.58753
0.01581,0.01644,0.01828,0.01154,0.0152,0.01801,0.04969,0.00516,0.01165,0.01036,0.03325,0.03325,0.00958,0.28239,0.41988,0.82068,0.98843,3.40364,0.85463,1.12487,2.78627,2.82623,0.87174,0.66396,2.30341,0.99261,0.69172,0.33144,1.60874,1.59557,1.54489,1.57625
0.01583,0.01627,0.01801,0.01155,0.01542,0.01822,0.04969,0.00516,0.01148,0.01025,0.03326,0.03326,0.00971,0.28285,0.41953,0.82528,0.99584,3.40129,0.84832,1.11837,2.75663,2.82433,0.87841,0.66754,2.27772,0.98669,0.68654,0.33116,1.60852,1.59581,1.54405,1.5752
0.01398,0.01385,0.01512,0.0102,0.01417,0.01623,0.04972,0.00291,0.00966,0.00876,0.03291,0.03291,0.00895,0.24942,0.44713,0.8965,1.08695,3.62187,0.8859,1.18505,2.78163,3.02145,0.96119,0.72491,2.30109,1.04735,0.71643,0.35349,1.65126,1.63964,1.58163,1.61478
