diff_P3_P2,diff_P6_P4,diff_P9_P7,diff_P10_P8,diff_P11_P5,diff_P14_P12,diff_P15_P13,diff_P20_P18,diff_P21_P19,diff_P23_P22,diff_P28_P26,diff_P29_P27,diff_P31_P30,diff_P33_P32,diff_T3_T2,diff_T6_T4,diff_T9_T7,diff_T10_T8,diff_T11_T5,diff_T14_T12,diff_T15_T13,diff_T20_T18,diff_T21_T19,diff_T23_T22,diff_T28_T26,diff_T29_T27,diff_T31_T30,diff_T33_T32,diff_P18_P16,diff_P19_P17,diff_P26_P24,diff_P27_P25
0.0501,0.05233,0.05282,0.04943,0.04692,0.05266,0.04903,0.03119,0.03331,0.03233,0.03973,0.03973,0.02903,0.90357,0.23282,0.45393,0.58118,1.6265,0.48006,0.65759,1.46891,1.30608,0.50632,0.36501,1.18312,0.57282,0.38718,0.16963,0.83257,0.82709,0.83308,0.82948
0.05057,0.05285,0.05341,0.04973,0.04734,0.05302,0.04902,0.03137,0.03367,0.03265,0.03981,0.03981,0.02929,0.91214,0.23171,0.45166,0.57791,1.62149,0.47789,0.65536,1.45914,1.3019,0.50342,0.36322,1.17504,0.57085,0.3854,0.16858,0.82222,0.81628,0.8233,0.81934
0.05108,0.05337,0.054,0.05011,0.04784,0.05352,0.04901,0.0316,0.03404,0.03296,0.03991,0.03991,0.02959,0.92148,0.23051,0.44941,0.57477,1.61537,0.47538,0.65228,1.45014,1.29683,0.50066,0.36142,1.16759,0.56811,0.38336,0.16744,0.81094,0.80466,0.81257,0.80811
0.05168,0.05411,0.05484,0.05058,0.04828,0.05407,0.049,0.03189,0.03456,0.03342,0.04002,0.04002,0.02986,0.93233,0.22914,0.44626,0.57029,1.60777,0.47315,0.64894,1.4448,1.29051,0.4967,0.35891,1.16314,0.56516,0.38157,0.16613,0.79755,0.79067,0.80032,0.7953
0.05178,0.05456,0.05535,0.05091,0.04805,0.05364,0.049,0.03209,0.03488,0.03369,0.04003,0.04003,0.02972,0.93418,0.22891,0.44436,0.56768,1.60261,0.47432,0.65156,1.44364,1.28623,0.49439,0.35739,1.16221,0.56746,0.38247,0.1659,0.79436,0.78718,0.79873,0.79414
0.04825,0.05122,0.05132,0.04925,0.04446,0.04859,0.04908,0.03107,0.03237,0.03165,0.03937,0.03937,0.02753,0.87008,0.23734,0.45894,0.58966,1.6294,0.49348,0.68481,1.46993,1.30861,0.51381,0.36895,1.18423,0.59683,0.39767,0.17376,0.86997,0.86662,0.87265,0.87313
0.04362,0.04648,0.04626,0.0454,0.04008,0.04331,0.04917,0.02868,0.02919,0.02877,0.0385,0.0385,0.02485,0.78599,0.24993,0.48225,0.62127,1.69766,0.52032,0.72553,1.53279,1.36539,0.54181,0.3876,1.23659,0.63291,0.41918,0.18537,0.97241,0.97106,0.96912,0.97492
0.03963,0.04183,0.04158,0.04088,0.03686,0.04018,0.04924,0.02589,0.02628,0.02592,0.03775,0.03775,0.02288,0.71368,0.26249,0.50898,0.65542,1.79002,0.54308,0.75326,1.6143,1.44233,0.57212,0.4091,1.30445,0.6576,0.43769,0.19684,1.06339,1.06231,1.05122,1.06018
0.03705,0.03921,0.03915,0.03788,0.0344,0.03754,0.04928,0.02402,0.02475,0.02433,0.03725,0.03725,0.02138,0.66687,0.27168,0.52604,0.67551,1.86059,0.56264,0.77934,1.67488,1.50123,0.59,0.42293,1.35506,0.68082,0.4535,0.2051,1.12178,1.11979,1.10498,1.1166
0.0348,0.03762,0.03769,0.03602,0.0316,0.03404,0.04934,0.02286,0.02383,0.02336,0.03683,0.03683,0.01966,0.62605,0.28053,0.53725,0.6885,1.90857,0.58754,0.81873,1.72613,1.54141,0.60159,0.43204,1.39814,0.71588,0.47341,0.21286,1.17038,1.16775,1.15288,1.16803
0.03354,0.03688,0.03697,0.0352,0.02992,0.03188,0.04936,0.02236,0.02339,0.0229,0.03658,0.03658,0.01864,0.60321,0.28586,0.54275,0.69507,1.93072,0.60426,0.84599,1.75759,1.56001,0.60747,0.4365,1.42465,0.74017,0.48673,0.21748,1.19697,1.19418,1.17988,1.19718
0.03316,0.03687,0.03699,0.03516,0.02923,0.031,0.04938,0.02233,0.0234,0.0229,0.03651,0.03651,0.01822,0.5964,0.28751,0.54281,0.695,1.93202,0.61153,0.85807,1.77049,1.56113,0.60741,0.43657,1.43553,0.75094,0.49251,0.21889,1.20424,1.20135,1.18822,1.20641
0.03377,0.03769,0.03786,0.0358,0.02963,0.03154,0.04937,0.02273,0.02395,0.02339,0.03662,0.03662,0.01846,0.60743,0.28486,0.53678,0.68686,1.91431,0.60726,0.85067,1.76414,1.54625,0.60017,0.43175,1.43014,0.74433,0.48912,0.21657,1.19027,1.18701,1.17585,1.1935
0.03601,0.03957,0.04002,0.03697,0.0321,0.03487,0.04932,0.02346,0.0253,0.02454,0.03705,0.03705,0.01997,0.64798,0.27567,0.52358,0.66797,1.88344,0.58286,0.80881,1.72682,1.5202,0.58336,0.42122,1.39854,0.70703,0.46973,0.20861,1.14259,1.13773,1.12874,1.14305
0.04046,0.04435,0.04584,0.03929,0.03609,0.03949,0.04924,0.02489,0.02893,0.02747,0.03789,0.03789,0.02241,0.72869,0.25973,0.49392,0.62395,1.82724,0.54898,0.75996,1.63753,1.4728,0.54431,0.39768,1.32371,0.66352,0.44247,0.19446,1.04609,1.03556,1.03648,1.04613
0.04331,0.04731,0.04925,0.04113,0.03873,0.04225,0.04918,0.02604,0.03107,0.02927,0.03843,0.03843,0.02403,0.78031,0.25085,0.47791,0.60182,1.78526,0.52953,0.73462,1.57459,1.43764,0.5247,0.38488,1.27124,0.64098,0.42672,0.1864,0.98394,0.97088,0.97732,0.98419
0.04504,0.04926,0.05158,0.04221,0.04021,0.04377,0.04915,0.02671,0.03253,0.03046,0.03875,0.03875,0.02494,0.81178,0.24586,0.46815,0.58802,1.76234,0.5195,0.72168,1.54172,1.41845,0.51249,0.37709,1.24387,0.62948,0.41861,0.18182,0.94591,0.93081,0.94148,0.9468
0.04656,0.05125,0.05414,0.04287,0.04125,0.0449,0.04912,0.02711,0.03413,0.03168,0.03903,0.03903,0.02558,0.83934,0.24172,0.45878,0.57383,1.74868,0.51277,0.71252,1.52151,1.40694,0.49995,0.3697,1.22705,0.62135,0.41316,0.178,0.9126,0.89442,0.91049,0.91467
0.04779,0.05302,0.05638,0.04357,0.04194,0.0457,0.04911,0.02755,0.03553,0.03275,0.03927,0.03927,0.026,0.86162,0.23852,0.45089,0.56223,1.7345,0.50842,0.70626,1.50986,1.39506,0.4897,0.36343,1.21734,0.61579,0.40965,0.17503,0.88515,0.86448,0.88566,0.88903
0.04863,0.05437,0.05805,0.0442,0.04232,0.04604,0.0491,0.02794,0.03658,0.03357,0.03942,0.03942,0.02623,0.87701,0.23638,0.44514,0.55404,1.72213,0.50613,0.70366,1.50089,1.38472,0.48248,0.35886,1.20988,0.61346,0.40778,0.17301,0.86576,0.8434,0.8687,0.87172
0.04907,0.0553,0.05915,0.04477,0.04229,0.0459,0.04908,0.0283,0.03726,0.03414,0.0395,0.0395,0.02621,0.88485,0.23532,0.44125,0.54884,1.71098,0.50631,0.70468,1.49832,1.37545,0.47789,0.35576,1.20775,0.61435,0.4079,0.172,0.85506,0.83187,0.8604,0.86355
0.04939,0.0561,0.06001,0.04538,0.0422,0.04576,0.04909,0.02867,0.03779,0.03463,0.03956,0.03956,0.02616,0.89078,0.23452,0.43806,0.54486,1.69922,0.50687,0.70586,1.49825,1.36569,0.47438,0.35319,1.20768,0.61538,0.40833,0.17123,0.84656,0.82296,0.85423,0.85752
0.04971,0.0569,0.06089,0.04604,0.04207,0.04562,0.04908,0.02908,0.03834,0.03512,0.03962,0.03962,0.02607,0.8965,0.23376,0.43485,0.54091,1.68694,0.50766,0.70692,1.50065,1.35551,0.47089,0.3506,1.20967,0.61632,0.40896,0.17049,0.83818,0.81422,0.84836,0.85178
0.04991,0.05767,0.06166,0.04674,0.04179,0.04522,0.04909,0.02952,0.03883,0.03558,0.03966,0.03966,0.0259,0.9002,0.23327,0.4319,0.53745,1.67401,0.50941,0.71012,1.50261,1.34481,0.46784,0.34821,1.21129,0.61913,0.41035,0.17,0.83192,0.80784,0.84486,0.84869
0.0501,0.05847,0.06251,0.04742,0.04144,0.0447,0.04908,0.02994,0.03936,0.03607,0.03969,0.03969,0.02569,0.90353,0.23283,0.42885,0.53376,1.66172,0.51161,0.71421,1.5047,1.33464,0.46459,0.34576,1.21304,0.62274,0.41207,0.16955,0.82603,0.80167,0.84187,0.84621
0.05034,0.05902,0.063,0.04811,0.04141,0.04473,0.04908,0.03036,0.03967,0.0364,0.03973,0.03973,0.02567,0.90792,0.23225,0.4268,0.53168,1.64975,0.51182,0.71399,1.50727,1.32475,0.46276,0.34407,1.21515,0.62255,0.41224,0.169,0.81943,0.79537,0.83726,0.84157
0.05075,0.05945,0.06335,0.04869,0.0418,0.04523,0.04907,0.03072,0.03988,0.03666,0.03981,0.03981,0.0259,0.91544,0.23128,0.42523,0.53021,1.63976,0.5094,0.70997,1.50302,1.31649,0.46145,0.34278,1.2116,0.61899,0.41033,0.16808,0.80988,0.78621,0.82864,0.83245
0.05106,0.05957,0.06331,0.04912,0.04224,0.0457,0.04907,0.03099,0.03987,0.03674,0.03987,0.03987,0.02618,0.92097,0.23057,0.4248,0.53034,1.63233,0.50663,0.70636,1.49411,1.31037,0.46157,0.3424,1.20421,0.61579,0.40809,0.16739,0.80315,0.78022,0.82204,0.82537
0.0509,0.05905,0.06246,0.04933,0.04242,0.04578,0.04907,0.03112,0.03933,0.03642,0.03985,0.03985,0.02628,0.91823,0.23092,0.42672,0.534,1.62872,0.50558,0.70572,1.4878,1.30744,0.46478,0.34387,1.199,0.61522,0.40722,0.16771,0.80654,0.78533,0.82468,0.82793
0.04818,0.05512,0.05733,0.04815,0.04083,0.04382,0.04911,0.03039,0.03613,0.03403,0.03933,0.03933,0.02532,0.86871,0.23753,0.44201,0.55755,1.64852,0.51551,0.72132,1.50899,1.32407,0.48555,0.35594,1.21671,0.62906,0.41516,0.17389,0.86694,0.85211,0.8799,0.88513
0.04383,0.04998,0.05113,0.04552,0.03735,0.04,0.04919,0.02877,0.03225,0.03089,0.03852,0.03852,0.02318,0.78987,0.2493,0.46469,0.5906,1.69563,0.53949,0.75518,1.57566,1.36341,0.51475,0.37396,1.27224,0.65915,0.43448,0.18475,0.96253,0.95349,0.96936,0.97846
0.03959,0.04482,0.045,0.04276,0.03408,0.03658,0.04926,0.02706,0.02842,0.02775,0.03771,0.03771,0.02119,0.71293,0.26262,0.49129,0.6298,1.74975,0.56539,0.78973,1.65558,1.40874,0.54945,0.39507,1.33896,0.68993,0.45543,0.1968,1.05636,1.05278,1.05647,1.06902
0.03638,0.0416,0.04125,0.04089,0.03101,0.03288,0.04932,0.02589,0.02607,0.02578,0.03711,0.03711,0.0193,0.65474,0.27422,0.51036,0.65796,1.78955,0.59338,0.83317,1.71753,1.44216,0.57444,0.41023,1.39099,0.72863,0.47783,0.20704,1.12591,1.12538,1.12331,1.13959
0.03433,0.03963,0.03891,0.03988,0.02896,0.03049,0.04937,0.02527,0.0246,0.02459,0.03672,0.03672,0.01806,0.61755,0.28248,0.52313,0.67754,1.81199,0.61443,0.86538,1.76614,1.4611,0.59184,0.42035,1.43188,0.75739,0.4947,0.21423,1.16989,1.17152,1.16614,1.18483
0.03326,0.03869,0.03777,0.03946,0.02783,0.02923,0.04939,0.025,0.02388,0.02402,0.03652,0.03652,0.01736,0.59821,0.28707,0.52959,0.68774,1.82166,0.62709,0.88385,1.79883,1.46931,0.60091,0.42545,1.45938,0.7739,0.50487,0.21821,1.19247,1.19527,1.18853,1.20849
0.03303,0.03853,0.03758,0.03939,0.02754,0.02897,0.0494,0.02496,0.02376,0.02392,0.03648,0.03648,0.01718,0.59398,0.2881,0.5307,0.68951,1.82317,0.63045,0.88788,1.81072,1.4706,0.60249,0.42632,1.46936,0.77752,0.5076,0.2191,1.1973,1.2003,1.19349,1.21372
0.0336,0.03924,0.03844,0.03973,0.02798,0.02955,0.04938,0.02516,0.0243,0.02435,0.03658,0.03658,0.01744,0.60436,0.28559,0.52576,0.68174,1.81554,0.62545,0.8789,1.8044,1.46415,0.59558,0.42242,1.46396,0.76949,0.50365,0.21694,1.18469,1.18683,1.18177,1.2014
0.03567,0.04149,0.04126,0.04052,0.02978,0.0319,0.04935,0.02566,0.02607,0.02572,0.03697,0.03697,0.01855,0.64173,0.27703,0.51098,0.65784,1.79784,0.60567,0.84584,1.77002,1.44908,0.57436,0.41079,1.43485,0.73997,0.48789,0.20953,1.14039,1.13925,1.1391,1.15637
0.04046,0.04672,0.04767,0.04279,0.03402,0.03714,0.04926,0.02707,0.03009,0.02891,0.03788,0.03788,0.02115,0.7287,0.25972,0.48098,0.61174,1.74942,0.56587,0.78373,1.6844,1.40824,0.53349,0.38704,1.3628,0.68462,0.45603,0.19427,1.03665,1.0288,1.03977,1.05176
0.04407,0.05082,0.05252,0.04509,0.03707,0.04065,0.04919,0.02849,0.03312,0.03141,0.03856,0.03856,0.02302,0.79425,0.2486,0.46075,0.58268,1.70407,0.54159,0.74908,1.61895,1.37029,0.50776,0.37095,1.30803,0.65378,0.4365,0.18421,0.95727,0.94528,0.96514,0.9736
0.04649,0.0535,0.05575,0.04649,0.03915,0.04318,0.04915,0.02936,0.03514,0.03304,0.03901,0.03901,0.02429,0.83809,0.24191,0.44878,0.56544,1.67816,0.52667,0.72669,1.58335,1.34865,0.49253,0.36143,1.27828,0.63391,0.42453,0.17806,0.9045,0.88954,0.91517,0.92108
0.04828,0.05554,0.05822,0.04751,0.04067,0.04498,0.04911,0.02999,0.03668,0.03428,0.03935,0.03935,0.02521,0.87066,0.23726,0.44031,0.55324,1.65989,0.51657,0.71188,1.55784,1.33339,0.48176,0.35469,1.25698,0.62077,0.41641,0.17375,0.86525,0.84796,0.8781,0.88219
0.04958,0.05711,0.06006,0.04842,0.04169,0.0461,0.04909,0.03056,0.03784,0.03523,0.0396,0.0396,0.02583,0.89427,0.23405,0.4341,0.54463,1.64407,0.51008,0.70319,1.53779,1.32022,0.47415,0.34973,1.2403,0.61305,0.41117,0.17074,0.83638,0.81758,0.85135,0.85431
0.05044,0.05833,0.06134,0.04953,0.0422,0.04657,0.04907,0.03124,0.03863,0.03598,0.03976,0.03976,0.02614,0.90988,0.232,0.4294,0.53892,1.62544,0.50693,0.69956,1.52546,1.3048,0.46911,0.34594,1.23006,0.60983,0.4086,0.16878,0.81619,0.7971,0.83393,0.8364
0.05112,0.05922,0.06211,0.05062,0.04265,0.047,0.04906,0.03192,0.03911,0.03653,0.03988,0.03988,0.02643,0.92206,0.23043,0.42609,0.53549,1.60735,0.50416,0.69636,1.51469,1.28986,0.46608,0.34323,1.22112,0.60698,0.40634,0.16727,0.80014,0.78157,0.82023,0.82227
0.0518,0.05991,0.06267,0.05157,0.04331,0.04781,0.04905,0.03251,0.03946,0.03694,0.04002,0.04002,0.02682,0.93452,0.22886,0.4236,0.53309,1.59233,0.50024,0.69043,1.50544,1.27747,0.46395,0.34118,1.21342,0.60174,0.4032,0.16578,0.78438,0.76644,0.80592,0.80715
0.05223,0.06037,0.06305,0.05223,0.04369,0.0483,0.04904,0.03291,0.03969,0.03723,0.0401,0.0401,0.02706,0.94229,0.2279,0.42194,0.53151,1.58217,0.498,0.68692,1.50078,1.26909,0.46256,0.33982,1.20954,0.59863,0.40141,0.16484,0.77439,0.7569,0.79704,0.79778
0.05251,0.06064,0.06325,0.05262,0.04397,0.04864,0.04904,0.03316,0.03983,0.03738,0.04015,0.04015,0.02723,0.94743,0.22727,0.42098,0.53064,1.57614,0.49635,0.68451,1.49666,1.26411,0.46179,0.33904,1.2061,0.59649,0.40009,0.16424,0.76792,0.75072,0.79113,0.79152
0.05263,0.06071,0.06328,0.05285,0.0441,0.04876,0.04903,0.03329,0.03984,0.03744,0.04017,0.04017,0.02732,0.94947,0.22702,0.42069,0.53054,1.57283,0.49559,0.68366,1.49353,1.2614,0.4617,0.33878,1.20352,0.59574,0.39947,0.164,0.76528,0.74839,0.78874,0.78901
0.05264,0.06083,0.06345,0.05282,0.04402,0.04864,0.04903,0.03328,0.03995,0.03751,0.04017,0.04017,0.02727,0.94965,0.227,0.42028,0.52982,1.57308,0.49604,0.68448,1.49401,1.26159,0.46107,0.33847,1.20391,0.59647,0.39983,0.16397,0.76493,0.74774,0.78867,0.78906
0.0527,0.06111,0.06383,0.0529,0.0439,0.04845,0.04903,0.03333,0.04019,0.03768,0.04018,0.04018,0.02719,0.95079,0.22686,0.41929,0.52823,1.57211,0.49678,0.68586,1.49458,1.26078,0.45967,0.33768,1.2044,0.59768,0.40041,0.16384,0.76316,0.74548,0.78767,0.78824
0.05284,0.06149,0.06433,0.05301,0.04383,0.04826,0.04903,0.03339,0.04049,0.03791,0.04021,0.04021,0.02714,0.95335,0.22655,0.41796,0.52616,1.57049,0.49718,0.68718,1.49243,1.25942,0.45785,0.33664,1.20262,0.59884,0.4007,0.16353,0.75969,0.74138,0.78506,0.78581
0.05264,0.06119,0.06394,0.05291,0.04371,0.04813,0.04904,0.03333,0.04025,0.03773,0.04017,0.04017,0.02708,0.94966,0.227,0.419,0.52778,1.57194,0.49783,0.68817,1.49387,1.26063,0.45927,0.33746,1.20383,0.59972,0.40121,0.16396,0.76421,0.74637,0.78915,0.79005
0.04985,0.05727,0.05902,0.05133,0.04201,0.04648,0.04908,0.03235,0.03718,0.03535,0.03964,0.03964,0.02604,0.89902,0.23342,0.43342,0.5495,1.59593,0.50806,0.70028,1.53232,1.28065,0.47842,0.34887,1.23576,0.61049,0.40955,0.17006,0.82641,0.81397,0.84577,0.84835
0.04585,0.05246,0.05354,0.04814,0.0389,0.04387,0.04915,0.03038,0.03375,0.03241,0.03889,0.03889,0.02413,0.82655,0.24362,0.45333,0.57713,1.64838,0.52846,0.72079,1.62618,1.32424,0.50282,0.36476,1.31372,0.62875,0.42629,0.17964,0.91567,0.90696,0.92787,0.9331
0.04169,0.04699,0.04747,0.04422,0.03603,0.04146,0.04922,0.02796,0.02996,0.02908,0.03811,0.03811,0.02238,0.75101,0.25578,0.47953,0.61317,1.72057,0.54953,0.74139,1.72794,1.38434,0.53471,0.3857,1.39855,0.64714,0.44363,0.19087,1.01038,1.00516,1.01283,1.02051
0.03848,0.04229,0.04188,0.04173,0.03426,0.03996,0.04927,0.02641,0.02646,0.02621,0.03751,0.03751,0.0213,0.69278,0.26648,0.5061,0.65303,1.77133,0.56379,0.75519,1.79883,1.42689,0.57003,0.40675,1.45786,0.6595,0.45539,0.20055,1.08333,1.08313,1.07762,1.08684
0.03664,0.03959,0.03871,0.04025,0.03327,0.03944,0.0493,0.0255,0.02448,0.02456,0.03717,0.03717,0.02069,0.65945,0.27323,0.52345,0.67939,1.8037,0.57231,0.7601,1.85971,1.45409,0.59341,0.42048,1.50881,0.66395,0.46255,0.20662,1.12517,1.12772,1.11467,1.12444
0.03591,0.03847,0.03746,0.03949,0.03291,0.03951,0.04932,0.02502,0.02369,0.02388,0.03704,0.03704,0.02047,0.64617,0.27606,0.53117,0.69068,1.82113,0.57545,0.75935,1.89699,1.46871,0.60344,0.42661,1.54,0.66334,0.46529,0.20918,1.1422,1.14554,1.12937,1.13907
0.03598,0.03834,0.03736,0.03927,0.03318,0.04016,0.04931,0.02489,0.02364,0.0238,0.03705,0.03705,0.02064,0.6475,0.27578,0.53211,0.6916,1.82635,0.57309,0.75306,1.90805,1.47303,0.60425,0.42739,1.54917,0.65778,0.46352,0.20898,1.14136,1.14449,1.12753,1.13658
0.03686,0.0393,0.03857,0.03961,0.03395,0.04142,0.04929,0.02509,0.02438,0.02439,0.03722,0.03722,0.0211,0.66341,0.2724,0.52542,0.68065,1.81866,0.56643,0.74147,1.90344,1.46649,0.59452,0.42212,1.54513,0.64749,0.45823,0.20604,1.1225,1.12424,1.10937,1.11716
0.03876,0.04199,0.04193,0.04058,0.03506,0.04289,0.04927,0.0257,0.02649,0.02603,0.03757,0.03757,0.02179,0.69791,0.26548,0.50795,0.65262,1.79674,0.55717,0.72865,1.87771,1.44792,0.56966,0.40837,1.52338,0.63607,0.45075,0.19989,1.08024,1.07811,1.07087,1.07718
0.042,0.04673,0.04753,0.04319,0.03684,0.04468,0.04921,0.02732,0.03,0.02892,0.03818,0.03818,0.02287,0.75668,0.2548,0.48094,0.61276,1.74132,0.54332,0.71389,1.81258,1.40147,0.53436,0.38693,1.46871,0.62289,0.43938,0.19021,1.00648,0.99951,1.0055,1.00998
0.04462,0.05051,0.05178,0.04578,0.03834,0.04583,0.04917,0.02893,0.03266,0.03122,0.03866,0.03866,0.02379,0.80421,0.24704,0.46219,0.58689,1.69086,0.53237,0.70496,1.7461,1.35941,0.51146,0.37197,1.41315,0.61489,0.43029,0.18304,0.94614,0.93647,0.95253,0.95584
0.04648,0.05319,0.05496,0.04725,0.03941,0.0465,0.04914,0.02983,0.03464,0.03286,0.03901,0.03901,0.02445,0.83797,0.24192,0.45015,0.56952,1.66425,0.52491,0.6999,1.69589,1.33722,0.49612,0.36239,1.37131,0.61035,0.42405,0.17826,0.90389,0.89144,0.91489,0.9175
0.04789,0.05526,0.05747,0.0483,0.04019,0.04708,0.04912,0.03048,0.03621,0.03412,0.03928,0.03928,0.02492,0.86351,0.23826,0.44143,0.5569,1.6459,0.51969,0.69563,1.66546,1.32192,0.48497,0.35548,1.34596,0.60652,0.41973,0.17482,0.87195,0.85715,0.88646,0.88849
0.04912,0.0571,0.05957,0.04951,0.04086,0.04761,0.0491,0.03123,0.03752,0.03523,0.03951,0.03951,0.02532,0.8859,0.23518,0.4341,0.54691,1.6256,0.51536,0.69171,1.6422,1.30506,0.47615,0.34962,1.3266,0.60303,0.41614,0.1719,0.84347,0.82722,0.86158,0.86306
0.05018,0.05851,0.06108,0.05064,0.04157,0.04833,0.04908,0.03193,0.03847,0.03609,0.03971,0.03971,0.02576,0.90509,0.23262,0.42874,0.54005,1.607,0.51082,0.68655,1.62346,1.28965,0.4701,0.3453,1.31099,0.59843,0.41243,0.16948,0.81915,0.80228,0.84002,0.84076
0.05094,0.05947,0.06205,0.05162,0.0421,0.04889,0.04907,0.03253,0.03907,0.03669,0.03984,0.03984,0.0261,0.91881,0.23085,0.42514,0.53581,1.59158,0.50746,0.68266,1.61,1.27691,0.46636,0.34238,1.29979,0.59498,0.4097,0.16778,0.80156,0.78469,0.82456,0.82474
0.05141,0.06019,0.06277,0.05227,0.04238,0.04917,0.04906,0.03294,0.03952,0.03711,0.03994,0.03994,0.02625,0.92749,0.22975,0.42258,0.5327,1.58143,0.50584,0.68061,1.60439,1.26852,0.46362,0.34032,1.29511,0.59316,0.40839,0.16671,0.79022,0.77326,0.8149,0.81479
0.05167,0.06057,0.06314,0.05268,0.04251,0.04944,0.04906,0.0332,0.03976,0.03734,0.03998,0.03998,0.02634,0.93216,0.22916,0.42121,0.53113,1.57523,0.505,0.6788,1.60522,1.2634,0.46223,0.33921,1.29578,0.59156,0.40773,0.16616,0.78403,0.76712,0.80971,0.80934
0.05186,0.06088,0.0634,0.0531,0.04258,0.04965,0.04906,0.03345,0.03991,0.03754,0.04002,0.04002,0.02638,0.93553,0.22874,0.4201,0.53002,1.5689,0.50457,0.67735,1.60841,1.25819,0.46125,0.3383,1.29839,0.59029,0.40742,0.16576,0.7793,0.76264,0.80601,0.80542
0.05197,0.06109,0.06353,0.05348,0.0426,0.04982,0.04905,0.03369,0.04,0.03767,0.04004,0.04004,0.0264,0.9375,0.22849,0.41935,0.52946,1.56324,0.50447,0.67614,1.61365,1.25353,0.46075,0.33768,1.30271,0.58922,0.40738,0.16552,0.77626,0.76,0.80388,0.80312
0.05191,0.06116,0.06367,0.05335,0.04246,0.04975,0.04906,0.03361,0.04009,0.0377,0.04003,0.04003,0.02631,0.93656,0.22861,0.41915,0.52887,1.5651,0.50533,0.67668,1.61949,1.25506,0.46024,0.33753,1.30756,0.5897,0.40809,0.16564,0.77737,0.76068,0.80511,0.80443
0.05188,0.0613,0.06393,0.05326,0.04228,0.04959,0.04906,0.03355,0.04024,0.03779,0.04002,0.04002,0.0262,0.936,0.22868,0.41863,0.5278,1.56656,0.50642,0.67778,1.62471,1.25624,0.4593,0.33714,1.31189,0.59068,0.40899,0.16571,0.77788,0.76063,0.80599,0.80547
0.05193,0.06151,0.06426,0.05322,0.04219,0.04952,0.04906,0.03353,0.04045,0.03792,0.04003,0.04003,0.02615,0.93688,0.22857,0.41789,0.52645,1.56727,0.50697,0.67826,1.62775,1.25681,0.45811,0.33657,1.31441,0.5911,0.40944,0.16561,0.77668,0.75883,0.80519,0.80474
0.05153,0.06097,0.06353,0.05309,0.04194,0.04924,0.04906,0.03345,0.04,0.03759,0.03996,0.03996,0.02598,0.92967,0.22947,0.41979,0.52946,1.56907,0.50856,0.68012,1.63418,1.25833,0.46077,0.33806,1.31976,0.59275,0.41074,0.16647,0.78535,0.76847,0.81328,0.81311
0.0485,0.05658,0.05792,0.05157,0.04018,0.04734,0.04911,0.0325,0.03649,0.03492,0.03939,0.03939,0.02491,0.87463,0.23671,0.43614,0.55474,1.59198,0.51979,0.69367,1.67679,1.27749,0.48304,0.35097,1.35532,0.60479,0.41987,0.17328,0.85286,0.84259,0.87466,0.87641
0.04474,0.05125,0.05199,0.04774,0.0379,0.04466,0.04917,0.03013,0.03278,0.03168,0.03869,0.03869,0.02352,0.80628,0.24671,0.45876,0.58569,1.65524,0.53549,0.71425,1.72762,1.33002,0.51039,0.36904,1.39787,0.62307,0.43259,0.18261,0.93962,0.93276,0.95102,0.95549
0.04088,0.04533,0.04541,0.04347,0.03602,0.04223,0.04923,0.02749,0.02867,0.02806,0.03797,0.03797,0.02236,0.73638,0.25835,0.48849,0.62694,1.73519,0.54961,0.73451,1.76406,1.39659,0.54689,0.39277,1.42857,0.64111,0.44398,0.19327,1.02968,1.02658,1.02842,1.03535
0.03794,0.04077,0.04011,0.0409,0.03462,0.04064,0.04928,0.0259,0.02535,0.02528,0.03742,0.03742,0.02151,0.68298,0.26841,0.51563,0.66744,1.78943,0.56073,0.7488,1.80145,1.44206,0.58279,0.41428,1.46002,0.65386,0.45302,0.20232,1.09743,1.09876,1.08747,1.09602
0.0362,0.03818,0.03721,0.03912,0.03374,0.03975,0.0493,0.02479,0.02353,0.0237,0.03709,0.03709,0.02097,0.65143,0.27493,0.53324,0.69308,1.82981,0.56822,0.75703,1.83409,1.47591,0.60557,0.42828,1.48743,0.66123,0.45917,0.20815,1.13771,1.14087,1.12247,1.13192
0.03543,0.03709,0.036,0.03834,0.0333,0.0394,0.04931,0.0243,0.02277,0.02304,0.03696,0.03696,0.0207,0.63749,0.27796,0.54122,0.70463,1.84865,0.57203,0.76034,1.85541,1.49173,0.61584,0.43462,1.50531,0.6642,0.46232,0.21086,1.15542,1.15926,1.13799,1.1478
0.03534,0.03696,0.03584,0.03826,0.03325,0.03951,0.04931,0.02426,0.02268,0.02295,0.03694,0.03694,0.02067,0.63585,0.27833,0.54219,0.70616,1.8504,0.57245,0.75931,1.86556,1.49319,0.61719,0.4354,1.51379,0.6633,0.46273,0.2112,1.15748,1.16146,1.13982,1.14952
0.03596,0.03782,0.03686,0.03874,0.03363,0.04021,0.04931,0.02455,0.02331,0.02349,0.03705,0.03705,0.02091,0.64716,0.27585,0.53584,0.69635,1.83908,0.56915,0.75269,1.86775,1.48366,0.60848,0.43037,1.51549,0.65742,0.46014,0.20903,1.14341,1.14651,1.12717,1.13618
